,Gyny,ColonyStructure,ColonyFoundation,ColonyDensity,Workers,WorkerPolymorphism,MinBodySize,MaxBodySize,SterileWorkers,Sting,Diet,Aggressitivity,ForagingBehaviour,ActivityRange,HasSymbioses,Parasitic,SlaveMaking,NestRaids,Habitat,NestingType,DisturbanceSpecialist,InvasivenessStatus,Ecozone
Carebara_brevipilosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Neo
Stenamma_impar,Monogynous,Monodomous,Independent,NA,4.02535169073515,No,1.19392246847243,1.50407739677627,NA,Yes,NA,NA,NA,NA,NA,No,NA,NA,TF,Un,No,Native,Ne
Pyramica_ludovici,NA,NA,NA,NA,NA,NA,1.06471073699243,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,Ub,NA,Native,Af
Dolichoderus_laminatus,Monogynous,Polydomous,NA,NA,6.90875477931522,No,NA,NA,Yes,No,NA,Unresponsive,NA,NA,NA,No,No,No,Ge,TC,No,Native,Neo
Acropyga_sauteri,Monogynous,Monodomous,Independent,NA,NA,No,1.09861228866811,1.25276296849537,NA,NA,Ho,NA,NA,NA,Yes,No,No,No,Ge,Ub,No,Native,In
Plagiolepis_funicularis,NA,NA,NA,NA,NA,NA,1.06471073699243,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Messor_capitatus,Monogynous,Monodomous,NA,NA,8.8538082749772,Yes,1.6094379124341,2.30258509299405,No,Yes,Om,NA,NA,DayAndNight,NA,NA,NA,NA,Ge,Un,NA,Native,Pa
Pheidole_otisi,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Ho,NA,NA,NA,NA,NA,NA,NA,RF,TAL,NA,Native,Neo
Monomorium_floricola,Polygynous,Monodomous,Dependent,NA,4.61512051684126,No,0.916290731874155,1.09861228866811,Yes,Yes,Om,NA,MR,Day,NA,No,No,No,Ge,Ub,Yes,Invasive,Co
Solenopsis_terricola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,Ub,NA,Native,Neo
Tapinoma_menozzii,NA,NA,NA,NA,NA,NA,1.25276296849537,1.25276296849537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Monomorium_pharaonis,Polygynous,Supercolonial,Dependent,Abundant,12.6115410869661,No,0.916290731874155,1.16315080980568,Yes,Yes,Om,Aggressive,MR,NA,No,No,No,No,Ge,Ub,Yes,Invasive,Co
Neivamyrmex_halidaii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Lasius_neoniger,Monogynous,NA,Independent,NA,NA,No,1.38629436111989,1.94591014905531,NA,No,Om,NA,NA,NA,NA,No,NA,NA,Ge,Gr,NA,Native,Ne
Anochetus_corayi†,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,NA
Myrmelachista_ambigua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Aenictus_moebii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Aenictus_togoensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Prionopelta_amabilis,Oligogynous,Polydomous,Independent,NA,6.21660610108486,No,NA,NA,No,Yes,Pr,NA,SF,NA,NA,NA,No,No,RF,TAL,No,Native,Neo
Camponotus_lamborni,NA,NA,NA,NA,NA,Yes,2.06686275947298,2.32238772029023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Solenopsis_amblychila,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Gr,No,Native,Ne
Formica_francoeuri,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,HT,NA,NA,NA,NA,NA,RZ,NA,NA,Native,Ne
Camponotus_hirsutus,NA,NA,NA,NA,NA,Yes,2.86220088092947,2.86220088092947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Odontomachus_panamensis,Oligogynous,Polydomous,Independent,NA,NA,No,NA,NA,NA,Yes,NA,NA,NA,Night,Yes,No,No,No,RF,NA,No,Native,Neo
Pachycondyla_impressa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Monomorium_barbatulum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,De,NA,NA,Native,Pa
Pheidole_moerens,Monogynous,Monodomous,Independent,Abundant,6.39859493453521,Yes,NA,NA,Yes,Yes,Om,Unresponsive,NA,NA,No,No,No,No,Ge,Ub,NA,Exotic,Co
Camponotus_herculeanus,Monogynous,NA,NA,NA,8.92279162396964,Yes,2.09186406167839,2.7408400239252,NA,NA,Om,NA,NA,DayAndNight,NA,NA,NA,NA,Ge,Gr,NA,Exotic,Co
Gnamptogenys_regularis,Oligogynous,Monodomous,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Ge,NA,NA,NA,NA,NA,RF,TC,No,Native,Neo
Dorylus_sjoestedti,NA,NA,NA,NA,NA,Yes,1.52605630349505,2.63905732961526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_controversus,NA,NA,NA,NA,NA,Yes,2.14006616349627,2.484906649788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Trachymyrmex_isthmicus,Monogynous,Monodomous,Independent,NA,NA,No,NA,NA,NA,Yes,Om,NA,Ge,NA,Yes,No,No,No,RF,Un,No,Native,Neo
Gnamptogenys_tornata,Oligogynous,Monodomous,NA,NA,NA,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,RF,Ub,No,Native,Neo
Pyramica_cassicuspis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pr,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Paratrechina_mendica,NA,NA,NA,NA,NA,NA,1.09861228866811,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Cephalotes_umbraculatus,NA,Polydomous,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Day,NA,No,No,No,Ge,TC,No,Native,Neo
Camponotus_novaeboracensis,Monogynous,NA,Independent,NA,8.64558640618464,Yes,1.94591014905531,2.63905732961526,No,No,Om,NA,NA,Night,NA,No,NA,NA,TF,Ub,NA,Native,Ne
Crematogaster_ruspolii,NA,NA,NA,NA,NA,NA,1.41098697371026,1.52605630349505,NA,NA,Ho,NA,HT,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_fallax,NA,NA,NA,NA,NA,Yes,1.87180217690159,2.23001440015921,NA,NA,Om,NA,NA,NA,NA,NA,NA,NA,TF,Ub,NA,Exotic,Pa
Myrmecina_graminicola_nipponica,Polygynous,Polydomous,NA,Rare,3.17805383034795,NA,NA,NA,NA,NA,NA,Unresponsive,NA,NA,NA,NA,NA,NA,TF,Ub,NA,Native,Pa
Camponotus_haereticus,NA,NA,NA,NA,NA,Yes,1.7404661748405,2.14006616349627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AA,NA,NA,Native,Af
Pyramica_nykara,NA,NA,NA,NA,NA,NA,1.22377543162212,1.28093384546206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Neivamyrmex_rosenbergi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Crematogaster_ugandensis,NA,NA,NA,NA,NA,NA,1.02961941718116,1.02961941718116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Myrmica_sabuleti,Facultative,Monodomous,Facultative,NA,6.21660610108486,No,1.38629436111989,1.79175946922805,No,Yes,Sc,NA,MR,Night,NA,NA,NA,NA,Ge,Gr,No,Native,Pa
Pseudomyrmex_peperi,Polygynous,Polydomous,NA,NA,NA,No,NA,NA,NA,Yes,NA,Aggressive,NA,NA,Yes,No,No,No,Ge,NA,No,Native,Neo
Azteca_alfari,Polygynous,Polydomous,Facultative,NA,NA,Yes,NA,NA,Yes,No,NA,Aggressive,MR,Day,Yes,NA,NA,NA,Ge,TC,Yes,Native,Neo
Myrmica_rubra,Polygynous,Supercolonial,Dependent,Abundant,8.61268517287546,No,1.6094379124341,1.87180217690159,No,Yes,Om,Aggressive,Ge,DayAndNight,Yes,NA,No,NA,Ge,Ub,Yes,Invasive,Pa
Plagiolepis_vanderkelleni,NA,NA,NA,NA,NA,NA,0.916290731874155,0.955511445027436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Solenopsis_truncorum,NA,NA,NA,NA,NA,No,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Gr,Gr,No,Native,Ne
Azteca_trigona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Pyramica_angulata,NA,NA,Independent,NA,NA,No,1.17865499634165,1.17865499634165,NA,Yes,NA,NA,NA,NA,NA,No,NA,NA,TF,NA,NA,Native,Ne
Camponotus_postoculatus,NA,NA,NA,NA,NA,Yes,2.36085400111802,2.53369681395743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_baynei,NA,NA,NA,NA,NA,Yes,2.46809953147162,2.46809953147162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Acromyrmex_insinuator,Oligogynous,NA,Dependent,NA,NA,Yes,NA,NA,Yes,NA,FG,NA,NA,NA,No,Yes,NA,NA,Ge,Un,NA,Native,Neo
Anoplolepis_bothae,NA,NA,NA,NA,NA,NA,1.70474809223843,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_coniceps,NA,NA,NA,NA,NA,Yes,2.484906649788,2.484906649788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Lasius_niger,Monogynous,Monodomous,Independent,NA,9.22935837781194,No,1.09861228866811,1.6094379124341,No,No,Om,NA,MR,NA,NA,No,NA,NA,Ge,Ub,Yes,Exotic,Pa
Solenopsis_fugax,Polygynous,NA,NA,NA,11.5129354649202,No,1.09861228866811,1.09861228866811,NA,Yes,Pr,NA,NA,NA,NA,NA,NA,Yes,Ge,Un,NA,Exotic,Pa
Cataglyphis_cinnamorea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,De,NA,NA,Native,Pa
Aenictus_steindachneri,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Cataglyphis_lucasi,NA,NA,NA,NA,NA,Yes,1.79175946922805,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Pa
Crematogaster_kohli,NA,NA,NA,NA,NA,NA,1.25276296849537,1.30833281965018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Dolichoderus_setosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Axinidris_mlalu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Dorylus_ornatus,NA,NA,NA,NA,NA,Yes,2.39789527279837,2.39789527279837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Myrmica_scabrinodis,Polygynous,NA,Facultative,NA,NA,No,1.38629436111989,1.79175946922805,No,Yes,NA,NA,NA,NA,No,No,No,No,TF,TAL,No,Native,Co
Pyramica_Kerasma,NA,NA,NA,NA,NA,NA,1.25276296849537,1.28093384546206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_favorabilis,NA,NA,NA,NA,NA,Yes,1.66770682055808,1.66770682055808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_coruscus,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Neo
Formica_occulta,NA,NA,NA,NA,NA,No,1.65822807660353,1.65822807660353,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA,No,Native,Ne
Cataglyphis_lenoiri,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Goniomma_hispanicum,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,Gr,NA,NA,NA,NA,NA,NA,NA,Ge,Gr,NA,Native,Pa
Crematogaster_depilis,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Ne
Mayriella_abstinens,Oligogynous,Monodomous,NA,Rare,4.33073334028633,No,0.916290731874155,0.916290731874155,NA,NA,NA,Evasive,NA,NA,NA,NA,NA,NA,Ge,Ub,No,Exotic,Au
Dorylus_titan,NA,NA,NA,NA,NA,Yes,1.38629436111989,2.70805020110221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Crematogaster_mormonum,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Ne
Polyrhachis_monista,NA,NA,NA,NA,NA,No,1.87180217690159,2.00148000021012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Ub,NA,Native,Af
Aphaenogaster_irrigua,NA,NA,NA,NA,NA,No,1.6094379124341,1.94591014905531,NA,NA,NA,NA,NA,NA,No,No,No,No,Ge,Un,No,Native,In
Pachycondyla_becculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TAL,NA,Native,Neo
Gnamptogenys_wheeleri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,Ub,NA,Native,Neo
Pheidole_glomericeps,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Aenictus_lifuiae,NA,Monodomous,NA,Rare,NA,No,1.09861228866811,1.25276296849537,NA,NA,NA,NA,NA,NA,NA,No,No,No,RF,Un,No,Native,In
Paratrechina_zelotypa,NA,NA,NA,NA,NA,NA,1.16315080980568,1.16315080980568,NA,NA,Ho,NA,HT,NA,NA,NA,NA,NA,AA,Ub,NA,Native,Af
Dorylus_opacus,NA,NA,NA,NA,NA,Yes,1.33500106673234,2.2512917986065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA,NA,Native,Af
Camponotus_reevei,NA,NA,NA,NA,NA,Yes,1.50407739677627,1.97408102602201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Anochetus_nietneri,NA,NA,NA,NA,NA,NA,2.01490302054226,2.01490302054226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,NA
Cataglyphis_isis,NA,NA,NA,NA,NA,NA,1.79175946922805,2.32238772029023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Pa
Formica_exsecta,Facultative,Supercolonial,Independent,Abundant,7.82444593087762,No,1.6094379124341,2.07944154167984,No,No,Om,NA,NA,NA,NA,Yes,NA,NA,Ge,Gr,No,Native,Pa
Myrmica_spinosior,Polygynous,NA,NA,NA,NA,No,1.6094379124341,1.79175946922805,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Pa
Formica_pallidefulva,Monogynous,NA,Independent,NA,6.86693328446188,No,NA,NA,No,No,Ho,NA,NA,NA,NA,No,NA,NA,Ge,NA,NA,Native,Ne
Formica_nigricans,NA,NA,NA,NA,NA,Yes,1.6094379124341,2.30258509299405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAL,NA,Native,Pa
Crematogaster_jardinero,Monogynous,Polydomous,NA,NA,NA,No,NA,NA,NA,Yes,NA,NA,Ge,Day,NA,NA,No,No,RF,NA,No,Native,Neo
Pyramica_gundlachi,Monogynous,NA,Independent,Abundant,NA,No,1.25276296849537,1.25276296849537,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Co
Camponotus_minusculus,NA,NA,NA,NA,NA,Yes,1.94591014905531,2.2512917986065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_herculaneus,Monogynous,NA,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,NA
Pachycondyla_laevigata,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,Pr,Aggressive,GH,NA,No,No,No,Yes,RF,Gr,No,Native,Neo
Myrmica_lobifrons,Polygynous,NA,NA,NA,7.12608727329912,No,1.79175946922805,1.79175946922805,NA,Yes,NA,NA,NA,NA,No,No,No,No,TF,NA,No,Native,Ne
Rogeria_foreli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Neo
Tapinoma_acuminatum,NA,NA,NA,NA,NA,NA,0.916290731874155,0.916290731874155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_edentula,NA,NA,NA,NA,NA,NA,1.09861228866811,1.25276296849537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pachycondyla_stigma,NA,NA,Independent,NA,3.49650756146648,No,NA,NA,NA,Yes,Om,NA,SF,NA,NA,No,NA,NA,Ge,Ub,Yes,Native,Co
Mycocepurus_goeldii,Oligogynous,Monodomous,NA,Abundant,6.41999492814714,NA,NA,NA,NA,NA,Om,NA,FG,NA,Yes,NA,NA,NA,Ge,Un,NA,Native,Neo
Manica_rubida,Polygynous,Polydomous,Independent,NA,6.90875477931522,Yes,1.79175946922805,2.30258509299405,NA,NA,Pr,Aggressive,MR,NA,NA,NA,NA,NA,NA,Ub,NA,Native,Pa
Polyrhachis_fissa,NA,NA,NA,NA,NA,No,1.82454929205105,1.98787434815435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TC,NA,Native,Af
Monomorium_sydneyense,NA,NA,Independent,NA,NA,No,0.587786664902119,0.832909122935104,NA,NA,NA,NA,NA,DayAndNight,NA,NA,NA,NA,UA,NA,NA,Native,Au
Aenictogiton_emeryi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Aenictus_asantei,NA,NA,NA,NA,NA,NA,1.25276296849537,1.58923520511658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Camponotus_amphidus,NA,NA,NA,NA,NA,Yes,2.14006616349627,2.30258509299405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pyramica_probatrix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,LF,NA,Native,Neo
Azteca_ovaticeps,Oligogynous,Polydomous,Facultative,NA,NA,Yes,NA,NA,Yes,No,Om,Evasive,Ge,Day,Yes,No,No,No,RF,TC,Yes,Native,Neo
Camponotus_cubangensis,NA,NA,NA,NA,NA,Yes,1.98787434815435,2.39789527279837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gr,NA,NA,Native,Af
Acanthognathus_teledectus,Monogynous,Monodomous,NA,NA,3.04452243772342,No,NA,NA,NA,Yes,Pr,NA,SF,NA,No,No,No,No,RF,TAL,No,Native,Neo
Lasius_umbratus,Monogynous,NA,Dependent,NA,8.00670084544037,No,1.09861228866811,1.6094379124341,NA,No,Ho,NA,NA,NA,NA,Yes,NA,NA,Ge,Ub,No,Exotic,Pa
Pseudolasius_bufonus,NA,NA,NA,NA,NA,Yes,1.25276296849537,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_nigeriensis,NA,NA,NA,NA,NA,NA,1.19392246847243,1.70474809223843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Temnothorax_obliquicanthus,Monogynous,NA,Independent,Rare,NA,No,NA,NA,No,Yes,NA,NA,NA,NA,NA,No,NA,NA,Ge,Gr,NA,Native,Ne
Crematogaster_marnoi,NA,NA,NA,NA,NA,NA,1.33500106673234,1.6094379124341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Agraulomyrmex_wilsoni,NA,NA,NA,NA,NA,NA,0.916290731874155,1.06471073699243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gr,NA,NA,Native,Af
Aphaenogaster_mariae,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,TF,NA,NA,Native,Ne
Polyrhachis_durbanensis,NA,NA,NA,NA,NA,No,2.04122032885964,2.11625551480255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Myrmelachista_plebecula,NA,Polydomous,Independent,NA,NA,No,NA,NA,NA,No,Om,NA,Ge,Day,Yes,No,No,No,Ge,Ub,No,Native,Neo
Strumigenys_godmani,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,Pr,NA,SF,DayAndNight,No,No,No,No,RF,TC,No,Native,Neo
Crematogaster_jullieni,NA,NA,NA,NA,NA,Yes,1.43508452528932,1.87180217690159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sh,NA,NA,Native,Af
Odontomachus_opaciventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gr,NA,NA,Day,NA,NA,NA,NA,Ge,Ub,NA,Native,Neo
Acromyrmex_echinatior,Polygynous,Monodomous,NA,NA,NA,Yes,1.94591014905531,2.56494935746154,NA,Yes,FG,NA,Ge,NA,Yes,No,No,No,Ge,Ub,No,Native,Neo
Amblyopone_saundersi,NA,Monodomous,NA,Rare,3.43398720448515,NA,1.38629436111989,1.79175946922805,NA,NA,Pr,NA,NA,Night,NA,NA,NA,NA,TF,Ub,NA,Native,Au
Pachycondyla_purpurascens,Monogynous,Monodomous,Independent,NA,2.83321334405622,No,2.83321334405622,3.04452243772342,NA,Yes,Om,NA,SF,DayAndNight,NA,NA,NA,NA,RF,Gr,No,Native,Neo
Camponotus_brookei,NA,NA,NA,NA,NA,Yes,1.77495235091167,2.05412373369555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pyramica_terroni,NA,NA,NA,NA,NA,NA,1.25276296849537,1.28093384546206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Formica_fusca,Polygynous,NA,Independent,NA,6.21660610108486,No,1.38629436111989,1.94591014905531,No,No,Om,Aggressive,MR,NA,NA,NA,NA,NA,Ge,TC,Yes,Exotic,Co
Pheidole_dasypyx,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Camponotus_sellidorsatus,NA,NA,NA,NA,NA,Yes,1.79175946922805,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Paratrechina_steinheili,Oligogynous,Monodomous,NA,NA,NA,No,NA,NA,NA,No,Om,NA,MR,NA,No,Yes,No,No,NA,Ub,No,Native,Neo
Formica_polyctena,Polygynous,Supercolonial,Dependent,NA,NA,No,1.6094379124341,2.30258509299405,NA,No,Om,Aggressive,NA,NA,NA,Yes,NA,NA,TF,TAL,NA,Native,Pa
Pheidole_ursus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Neo
Anochetus_isolatus,NA,NA,NA,NA,NA,NA,2.01490302054226,2.01490302054226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Au
Nylanderia_pubens,Polygynous,NA,NA,Abundant,NA,No,NA,NA,Yes,No,Om,Aggressive,Ge,DayAndNight,NA,NA,No,No,Ge,Ub,Yes,Invasive,Neo
Camponotus_sankisianus,NA,NA,NA,NA,NA,Yes,2.27212588550934,2.4423470353692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_vermiculata,NA,NA,NA,NA,6.99025650049388,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TF,Gr,NA,Native,Ne
Camponotus_immigrans,NA,NA,NA,NA,NA,Yes,2.484906649788,2.484906649788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Linepithema_iniquum,Oligogynous,Polydomous,NA,NA,NA,NA,NA,NA,NA,NA,Ho,NA,HT,NA,NA,NA,NA,NA,Ge,Ub,NA,Exotic,Neo
Tapinolepis_deceptor,NA,NA,NA,NA,NA,NA,1.30833281965018,1.43508452528932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Megalomyrmex_foreli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aggressive,NA,NA,NA,NA,NA,NA,RZ,NA,NA,Native,Neo
Myrmecina_americana,Monogynous,NA,Independent,Rare,3.66356164612965,No,0.916290731874155,1.25276296849537,Yes,Yes,Om,NA,MR,NA,NA,No,NA,NA,Ge,Ub,NA,Native,Co
Lasius_claviger,Monogynous,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,NA,NA,TF,NA,NA,Native,Ne
Crematogaster_jeanneli,NA,NA,NA,NA,NA,NA,1.38629436111989,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Megalomyrmex_drifti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,LF,NA,Native,Neo
Pogonomyrmex_magnacanthus,Monogynous,Monodomous,Independent,NA,5.0998664278242,No,1.85629799036563,1.87180217690159,NA,Yes,Gr,NA,NA,NA,No,No,No,No,De,Un,No,Native,Ne
Simopone_grandis,NA,NA,NA,NA,NA,NA,2.2512917986065,2.2512917986065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TC,NA,Native,Af
Tapinolepis_macrophthalma,NA,NA,NA,NA,NA,NA,1.43508452528932,1.43508452528932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Un,NA,Native,Af
Camponotus_cosmicus,NA,NA,NA,NA,NA,Yes,1.70474809223843,2.07944154167984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sh,NA,NA,Native,Af
